order_id,datetime,day_of_week,item,quantity,unit_price,total
77,2025-01-01 12:58:29,Wednesday,Toast,1,70.0,70.0
78,2025-01-01 12:59:34,Wednesday,Toast,1,70.0,70.0
79,2025-01-01 13:00:19,Wednesday,Toast,1,70.0,70.0
80,2025-01-01 13:04:45,Wednesday,Toast,1,70.0,70.0
81,2025-01-01 13:07:27,Wednesday,Toast,1,70.0,70.0
82,2025-01-01 13:08:54,Wednesday,Toast,1,70.0,70.0
83,2025-01-01 13:19:19,Wednesday,Toast,1,70.0,70.0
84,2025-01-01 13:21:47,Wednesday,Toast,1,70.0,70.0
85,2025-01-01 13:23:00,Wednesday,Toast,1,70.0,70.0
86,2025-01-01 13:25:01,Wednesday,Toast,1,70.0,70.0
87,2025-01-01 13:29:00,Wednesday,Toast,2,70.0,140.0
88,2025-01-01 13:33:43,Wednesday,Toast,1,70.0,70.0
89,2025-01-01 13:39:30,Wednesday,Toast,1,70.0,70.0
90,2025-01-01 13:43:05,Wednesday,Toast,1,70.0,70.0
91,2025-01-01 13:47:11,Wednesday,Toast,1,70.0,70.0
92,2025-01-01 13:49:32,Wednesday,Toast,1,70.0,70.0
93,2025-01-01 13:50:08,Wednesday,Toast,1,70.0,70.0
94,2025-01-01 13:51:16,Wednesday,Toast,1,70.0,70.0
95,2025-01-01 13:53:51,Wednesday,Toast,1,70.0,70.0
96,2025-01-01 13:57:21,Wednesday,Toast,1,70.0,70.0
97,2025-01-01 13:58:15,Wednesday,Toast,1,70.0,70.0
98,2025-01-01 13:59:34,Wednesday,Toast,2,70.0,140.0
99,2025-01-01 14:01:20,Wednesday,Toast,1,70.0,70.0
100,2025-01-01 14:07:53,Wednesday,Toast,1,70.0,70.0
101,2025-01-01 14:08:49,Wednesday,Toast,1,70.0,70.0
103,2025-01-01 14:11:09,Wednesday,Toast,1,70.0,70.0
102,2025-01-01 14:11:35,Wednesday,Toast,1,70.0,70.0
104,2025-01-01 14:12:51,Wednesday,Toast,1,70.0,70.0
105,2025-01-01 14:16:09,Wednesday,Toast,1,70.0,70.0
106,2025-01-01 14:20:06,Wednesday,Toast,1,70.0,70.0
107,2025-01-01 14:20:23,Wednesday,Toast,1,70.0,70.0
108,2025-01-01 14:22:10,Wednesday,Toast,1,70.0,70.0
109,2025-01-01 14:24:29,Wednesday,Toast,1,70.0,70.0
110,2025-01-01 14:28:12,Wednesday,Toast,1,70.0,70.0
111,2025-01-01 14:30:51,Wednesday,Toast,1,70.0,70.0
113,2025-01-01 14:32:24,Wednesday,Toast,1,70.0,70.0
112,2025-01-01 14:32:53,Wednesday,Toast,2,70.0,140.0
114,2025-01-01 14:34:30,Wednesday,Toast,1,70.0,70.0
115,2025-01-01 14:36:40,Wednesday,Toast,1,70.0,70.0
116,2025-01-01 14:38:47,Wednesday,Toast,1,70.0,70.0
117,2025-01-01 14:40:42,Wednesday,Toast,1,70.0,70.0
118,2025-01-01 14:44:41,Wednesday,Toast,1,70.0,70.0
119,2025-01-01 14:48:36,Wednesday,Toast,1,70.0,70.0
120,2025-01-01 14:48:37,Wednesday,Toast,1,70.0,70.0
121,2025-01-01 14:48:53,Wednesday,Toast,1,70.0,70.0
122,2025-01-01 14:53:45,Wednesday,Toast,2,70.0,140.0
123,2025-01-01 14:56:06,Wednesday,Toast,2,70.0,140.0
124,2025-01-01 14:58:05,Wednesday,Toast,1,70.0,70.0
125,2025-01-01 14:58:26,Wednesday,Toast,1,70.0,70.0
126,2025-01-01 15:02:03,Wednesday,Toast,1,70.0,70.0
127,2025-01-01 15:03:45,Wednesday,Toast,1,70.0,70.0
128,2025-01-01 15:05:37,Wednesday,Toast,1,70.0,70.0
129,2025-01-01 15:06:45,Wednesday,Toast,1,70.0,70.0
131,2025-01-01 15:12:10,Wednesday,Toast,1,70.0,70.0
130,2025-01-01 15:12:48,Wednesday,Toast,1,70.0,70.0
132,2025-01-01 15:13:53,Wednesday,Toast,1,70.0,70.0
133,2025-01-01 15:18:38,Wednesday,Toast,2,70.0,140.0
134,2025-01-01 15:20:46,Wednesday,Toast,1,70.0,70.0
135,2025-01-01 15:21:02,Wednesday,Toast,1,70.0,70.0
136,2025-01-01 15:21:10,Wednesday,Toast,1,70.0,70.0
137,2025-01-01 15:21:48,Wednesday,Toast,1,70.0,70.0
138,2025-01-01 15:22:39,Wednesday,Toast,1,70.0,70.0
139,2025-01-01 15:26:37,Wednesday,Toast,1,70.0,70.0
141,2025-01-01 15:27:16,Wednesday,Toast,1,70.0,70.0
140,2025-01-01 15:27:51,Wednesday,Toast,1,70.0,70.0
142,2025-01-01 15:28:36,Wednesday,Toast,1,70.0,70.0
143,2025-01-01 15:34:40,Wednesday,Toast,1,70.0,70.0
145,2025-01-01 15:37:33,Wednesday,Toast,1,70.0,70.0
144,2025-01-01 15:37:56,Wednesday,Toast,1,70.0,70.0
147,2025-01-01 15:38:31,Wednesday,Toast,1,70.0,70.0
146,2025-01-01 15:38:50,Wednesday,Toast,1,70.0,70.0
148,2025-01-01 15:39:22,Wednesday,Toast,1,70.0,70.0
150,2025-01-01 15:41:43,Wednesday,Toast,1,70.0,70.0
149,2025-01-01 15:41:58,Wednesday,Toast,1,70.0,70.0
151,2025-01-01 15:44:50,Wednesday,Toast,1,70.0,70.0
153,2025-01-01 15:46:38,Wednesday,Toast,1,70.0,70.0
152,2025-01-01 15:46:41,Wednesday,Toast,1,70.0,70.0
154,2025-01-01 15:46:58,Wednesday,Toast,1,70.0,70.0
155,2025-01-01 15:48:49,Wednesday,Toast,1,70.0,70.0
156,2025-01-01 15:51:40,Wednesday,Toast,1,70.0,70.0
157,2025-01-01 15:54:43,Wednesday,Toast,2,70.0,140.0
158,2025-01-01 15:55:54,Wednesday,Toast,1,70.0,70.0
159,2025-01-01 15:56:36,Wednesday,Toast,1,70.0,70.0
160,2025-01-01 15:59:18,Wednesday,Toast,1,70.0,70.0
161,2025-01-01 16:00:09,Wednesday,Toast,1,70.0,70.0
162,2025-01-01 16:01:35,Wednesday,Toast,1,70.0,70.0
163,2025-01-01 16:02:21,Wednesday,Toast,1,70.0,70.0
164,2025-01-01 16:09:53,Wednesday,Toast,1,70.0,70.0
165,2025-01-01 16:11:47,Wednesday,Toast,1,70.0,70.0
166,2025-01-01 16:15:42,Wednesday,Toast,1,70.0,70.0
167,2025-01-01 16:17:30,Wednesday,Toast,1,70.0,70.0
168,2025-01-01 16:21:17,Wednesday,Toast,1,70.0,70.0
169,2025-01-01 16:22:29,Wednesday,Toast,1,70.0,70.0
170,2025-01-01 16:23:36,Wednesday,Toast,1,70.0,70.0
171,2025-01-01 16:27:24,Wednesday,Toast,1,70.0,70.0
172,2025-01-01 16:33:27,Wednesday,Toast,1,70.0,70.0
173,2025-01-01 16:34:45,Wednesday,Toast,1,70.0,70.0
174,2025-01-01 16:36:03,Wednesday,Toast,1,70.0,70.0
175,2025-01-01 16:47:44,Wednesday,Toast,1,70.0,70.0
176,2025-01-01 16:48:07,Wednesday,Toast,1,70.0,70.0
177,2025-01-01 16:51:21,Wednesday,Toast,1,70.0,70.0
178,2025-01-01 16:52:48,Wednesday,Toast,1,70.0,70.0
179,2025-01-01 16:54:09,Wednesday,Toast,1,70.0,70.0
180,2025-01-01 16:57:10,Wednesday,Toast,1,70.0,70.0
181,2025-01-01 16:57:42,Wednesday,Toast,1,70.0,70.0
182,2025-01-01 17:00:16,Wednesday,Toast,1,70.0,70.0
183,2025-01-01 17:02:21,Wednesday,Toast,1,70.0,70.0
184,2025-01-01 17:03:03,Wednesday,Toast,1,70.0,70.0
185,2025-01-01 17:03:25,Wednesday,Toast,1,70.0,70.0
186,2025-01-01 17:05:49,Wednesday,Toast,1,70.0,70.0
187,2025-01-01 17:07:02,Wednesday,Toast,1,70.0,70.0
188,2025-01-01 17:07:49,Wednesday,Toast,1,70.0,70.0
189,2025-01-01 17:15:58,Wednesday,Toast,1,70.0,70.0
190,2025-01-01 17:19:57,Wednesday,Toast,1,70.0,70.0
191,2025-01-01 17:24:12,Wednesday,Toast,1,70.0,70.0
192,2025-01-01 17:26:00,Wednesday,Toast,1,70.0,70.0
193,2025-01-01 17:29:31,Wednesday,Toast,1,70.0,70.0
194,2025-01-01 17:40:38,Wednesday,Toast,1,70.0,70.0
195,2025-01-01 17:41:36,Wednesday,Toast,1,70.0,70.0
196,2025-01-01 17:42:49,Wednesday,Toast,1,70.0,70.0
197,2025-01-01 17:43:13,Wednesday,Toast,2,70.0,140.0
198,2025-01-01 17:45:51,Wednesday,Toast,1,70.0,70.0
199,2025-01-01 17:46:07,Wednesday,Toast,1,70.0,70.0
200,2025-01-01 17:49:35,Wednesday,Toast,1,70.0,70.0
201,2025-01-01 17:53:55,Wednesday,Toast,1,70.0,70.0
203,2025-01-01 17:55:28,Wednesday,Toast,1,70.0,70.0
202,2025-01-01 17:55:48,Wednesday,Toast,1,70.0,70.0
205,2025-01-01 18:00:28,Wednesday,Toast,1,70.0,70.0
204,2025-01-01 18:00:29,Wednesday,Toast,1,70.0,70.0
206,2025-01-01 18:03:22,Wednesday,Toast,1,70.0,70.0
207,2025-01-01 18:04:10,Wednesday,Toast,1,70.0,70.0
208,2025-01-01 18:05:10,Wednesday,Toast,1,70.0,70.0
209,2025-01-01 18:07:55,Wednesday,Toast,1,70.0,70.0
210,2025-01-01 18:09:25,Wednesday,Toast,1,70.0,70.0
211,2025-01-01 18:14:38,Wednesday,Toast,1,70.0,70.0
212,2025-01-01 18:14:54,Wednesday,Toast,1,70.0,70.0
213,2025-01-01 18:15:36,Wednesday,Toast,1,70.0,70.0
214,2025-01-01 18:17:32,Wednesday,Toast,2,70.0,140.0
216,2025-01-01 18:21:27,Wednesday,Toast,1,70.0,70.0
215,2025-01-01 18:21:59,Wednesday,Toast,1,70.0,70.0
217,2025-01-01 18:22:28,Wednesday,Toast,1,70.0,70.0
219,2025-01-01 18:23:02,Wednesday,Toast,1,70.0,70.0
218,2025-01-01 18:23:42,Wednesday,Toast,1,70.0,70.0
220,2025-01-01 18:24:27,Wednesday,Toast,1,70.0,70.0
221,2025-01-01 18:25:24,Wednesday,Toast,1,70.0,70.0
223,2025-01-01 18:27:11,Wednesday,Toast,1,70.0,70.0
222,2025-01-01 18:27:33,Wednesday,Toast,1,70.0,70.0
224,2025-01-01 18:28:44,Wednesday,Toast,1,70.0,70.0
226,2025-01-01 18:30:40,Wednesday,Toast,1,70.0,70.0
225,2025-01-01 18:30:45,Wednesday,Toast,2,70.0,140.0
227,2025-01-01 18:33:56,Wednesday,Toast,1,70.0,70.0
228,2025-01-01 18:35:59,Wednesday,Toast,1,70.0,70.0
229,2025-01-01 18:36:17,Wednesday,Toast,2,70.0,140.0
230,2025-01-01 18:37:06,Wednesday,Toast,1,70.0,70.0
231,2025-01-01 18:37:57,Wednesday,Toast,1,70.0,70.0
232,2025-01-01 18:38:55,Wednesday,Toast,1,70.0,70.0
234,2025-01-01 18:41:17,Wednesday,Toast,1,70.0,70.0
233,2025-01-01 18:41:22,Wednesday,Toast,1,70.0,70.0
235,2025-01-01 18:42:49,Wednesday,Toast,2,70.0,140.0
236,2025-01-01 18:43:21,Wednesday,Toast,1,70.0,70.0
237,2025-01-01 18:44:17,Wednesday,Toast,1,70.0,70.0
238,2025-01-01 18:45:30,Wednesday,Toast,1,70.0,70.0
239,2025-01-01 18:46:12,Wednesday,Toast,2,70.0,140.0
240,2025-01-01 18:46:16,Wednesday,Toast,1,70.0,70.0
241,2025-01-01 18:46:32,Wednesday,Toast,1,70.0,70.0
242,2025-01-01 18:46:53,Wednesday,Toast,1,70.0,70.0
243,2025-01-01 18:47:54,Wednesday,Toast,2,70.0,140.0
244,2025-01-01 18:49:09,Wednesday,Toast,1,70.0,70.0
245,2025-01-01 18:50:08,Wednesday,Toast,1,70.0,70.0
246,2025-01-01 18:51:24,Wednesday,Toast,2,70.0,140.0
247,2025-01-01 18:52:03,Wednesday,Toast,1,70.0,70.0
249,2025-01-01 18:53:35,Wednesday,Toast,1,70.0,70.0
248,2025-01-01 18:53:42,Wednesday,Toast,1,70.0,70.0
250,2025-01-01 18:54:12,Wednesday,Toast,2,70.0,140.0
252,2025-01-01 18:55:16,Wednesday,Toast,2,70.0,140.0
254,2025-01-01 18:55:30,Wednesday,Toast,1,70.0,70.0
251,2025-01-01 18:55:35,Wednesday,Toast,2,70.0,140.0
253,2025-01-01 18:55:39,Wednesday,Toast,2,70.0,140.0
255,2025-01-01 18:56:32,Wednesday,Toast,1,70.0,70.0
256,2025-01-01 18:57:20,Wednesday,Toast,1,70.0,70.0
257,2025-01-01 18:58:34,Wednesday,Toast,1,70.0,70.0
258,2025-01-01 18:59:29,Wednesday,Toast,1,70.0,70.0
259,2025-01-01 19:00:36,Wednesday,Toast,2,70.0,140.0
261,2025-01-01 19:01:24,Wednesday,Toast,1,70.0,70.0
260,2025-01-01 19:01:54,Wednesday,Toast,2,70.0,140.0
262,2025-01-01 19:02:02,Wednesday,Toast,1,70.0,70.0
263,2025-01-01 19:02:26,Wednesday,Toast,1,70.0,70.0
264,2025-01-01 19:03:47,Wednesday,Toast,2,70.0,140.0
265,2025-01-01 19:04:34,Wednesday,Toast,1,70.0,70.0
266,2025-01-01 19:04:44,Wednesday,Toast,1,70.0,70.0
267,2025-01-01 19:05:02,Wednesday,Toast,1,70.0,70.0
268,2025-01-01 19:05:23,Wednesday,Toast,1,70.0,70.0
269,2025-01-01 19:05:56,Wednesday,Toast,2,70.0,140.0
270,2025-01-01 19:07:28,Wednesday,Toast,1,70.0,70.0
271,2025-01-01 19:08:02,Wednesday,Toast,2,70.0,140.0
272,2025-01-01 19:08:57,Wednesday,Toast,1,70.0,70.0
276,2025-01-01 19:09:08,Wednesday,Toast,1,70.0,70.0
275,2025-01-01 19:09:08,Wednesday,Toast,1,70.0,70.0
273,2025-01-01 19:09:10,Wednesday,Toast,1,70.0,70.0
274,2025-01-01 19:09:41,Wednesday,Toast,1,70.0,70.0
277,2025-01-01 19:11:59,Wednesday,Toast,1,70.0,70.0
280,2025-01-01 19:12:30,Wednesday,Toast,1,70.0,70.0
279,2025-01-01 19:12:56,Wednesday,Toast,2,70.0,140.0
278,2025-01-01 19:12:57,Wednesday,Toast,1,70.0,70.0
281,2025-01-01 19:13:44,Wednesday,Toast,2,70.0,140.0
284,2025-01-01 19:15:00,Wednesday,Toast,2,70.0,140.0
283,2025-01-01 19:15:32,Wednesday,Toast,1,70.0,70.0
282,2025-01-01 19:15:36,Wednesday,Toast,1,70.0,70.0
285,2025-01-01 19:17:10,Wednesday,Toast,1,70.0,70.0
286,2025-01-01 19:19:15,Wednesday,Toast,1,70.0,70.0
287,2025-01-01 19:21:17,Wednesday,Toast,1,70.0,70.0
288,2025-01-01 19:22:45,Wednesday,Toast,1,70.0,70.0
289,2025-01-01 19:23:10,Wednesday,Toast,1,70.0,70.0
290,2025-01-01 19:24:23,Wednesday,Toast,1,70.0,70.0
292,2025-01-01 19:24:24,Wednesday,Toast,1,70.0,70.0
291,2025-01-01 19:24:53,Wednesday,Toast,1,70.0,70.0
293,2025-01-01 19:24:58,Wednesday,Toast,1,70.0,70.0
294,2025-01-01 19:26:40,Wednesday,Toast,1,70.0,70.0
295,2025-01-01 19:26:44,Wednesday,Toast,1,70.0,70.0
296,2025-01-01 19:27:58,Wednesday,Toast,1,70.0,70.0
298,2025-01-01 19:29:41,Wednesday,Toast,1,70.0,70.0
297,2025-01-01 19:29:57,Wednesday,Toast,1,70.0,70.0
299,2025-01-01 19:30:50,Wednesday,Toast,1,70.0,70.0
301,2025-01-01 19:31:14,Wednesday,Toast,1,70.0,70.0
300,2025-01-01 19:31:34,Wednesday,Toast,1,70.0,70.0
302,2025-01-01 19:33:58,Wednesday,Toast,1,70.0,70.0
303,2025-01-01 19:34:05,Wednesday,Toast,1,70.0,70.0
304,2025-01-01 19:35:43,Wednesday,Toast,1,70.0,70.0
305,2025-01-01 19:36:41,Wednesday,Toast,3,70.0,210.0
306,2025-01-01 19:38:41,Wednesday,Toast,2,70.0,140.0
307,2025-01-01 19:39:49,Wednesday,Toast,1,70.0,70.0
308,2025-01-01 19:41:40,Wednesday,Toast,1,70.0,70.0
310,2025-01-01 19:42:00,Wednesday,Toast,1,70.0,70.0
309,2025-01-01 19:42:42,Wednesday,Toast,1,70.0,70.0
312,2025-01-01 19:44:23,Wednesday,Toast,1,70.0,70.0
311,2025-01-01 19:44:29,Wednesday,Toast,1,70.0,70.0
313,2025-01-01 19:44:45,Wednesday,Toast,1,70.0,70.0
314,2025-01-01 19:45:00,Wednesday,Toast,1,70.0,70.0
315,2025-01-01 19:47:11,Wednesday,Toast,1,70.0,70.0
316,2025-01-01 19:48:44,Wednesday,Toast,1,70.0,70.0
317,2025-01-01 19:48:47,Wednesday,Toast,1,70.0,70.0
318,2025-01-01 19:49:50,Wednesday,Toast,1,70.0,70.0
320,2025-01-01 19:51:00,Wednesday,Toast,1,70.0,70.0
319,2025-01-01 19:51:17,Wednesday,Toast,2,70.0,140.0
322,2025-01-01 19:51:33,Wednesday,Toast,1,70.0,70.0
321,2025-01-01 19:51:53,Wednesday,Toast,1,70.0,70.0
323,2025-01-01 19:52:29,Wednesday,Toast,1,70.0,70.0
324,2025-01-01 19:52:59,Wednesday,Toast,1,70.0,70.0
325,2025-01-01 19:54:52,Wednesday,Toast,1,70.0,70.0
326,2025-01-01 19:56:49,Wednesday,Toast,1,70.0,70.0
327,2025-01-01 19:59:12,Wednesday,Toast,1,70.0,70.0
328,2025-01-01 20:00:43,Wednesday,Toast,1,70.0,70.0
330,2025-01-01 20:01:29,Wednesday,Toast,1,70.0,70.0
329,2025-01-01 20:01:37,Wednesday,Toast,1,70.0,70.0
331,2025-01-01 20:03:07,Wednesday,Toast,1,70.0,70.0
332,2025-01-01 20:03:25,Wednesday,Toast,1,70.0,70.0
333,2025-01-01 20:05:24,Wednesday,Toast,1,70.0,70.0
334,2025-01-01 20:07:44,Wednesday,Toast,1,70.0,70.0
335,2025-01-01 20:08:52,Wednesday,Toast,1,70.0,70.0
336,2025-01-01 20:11:14,Wednesday,Toast,1,70.0,70.0
337,2025-01-01 20:12:24,Wednesday,Toast,1,70.0,70.0
338,2025-01-01 20:13:27,Wednesday,Toast,1,70.0,70.0
339,2025-01-01 20:17:08,Wednesday,Toast,2,70.0,140.0
340,2025-01-01 20:17:45,Wednesday,Toast,1,70.0,70.0
341,2025-01-01 20:25:24,Wednesday,Toast,1,70.0,70.0
342,2025-01-01 20:25:27,Wednesday,Toast,1,70.0,70.0
343,2025-01-01 20:28:29,Wednesday,Toast,1,70.0,70.0
344,2025-01-01 20:33:35,Wednesday,Toast,1,70.0,70.0
346,2025-01-01 20:35:07,Wednesday,Toast,1,70.0,70.0
345,2025-01-01 20:35:33,Wednesday,Toast,1,70.0,70.0
347,2025-01-01 20:38:32,Wednesday,Toast,1,70.0,70.0
348,2025-01-01 20:38:46,Wednesday,Toast,1,70.0,70.0
349,2025-01-01 20:43:23,Wednesday,Toast,1,70.0,70.0
350,2025-01-01 20:45:23,Wednesday,Toast,1,70.0,70.0
351,2025-01-01 20:46:17,Wednesday,Toast,1,70.0,70.0
352,2025-01-01 20:53:08,Wednesday,Toast,1,70.0,70.0
353,2025-01-01 20:55:17,Wednesday,Toast,1,70.0,70.0
354,2025-01-01 20:56:38,Wednesday,Toast,1,70.0,70.0
355,2025-01-02 11:00:12,Thursday,Toast,1,70.0,70.0
356,2025-01-02 11:01:28,Thursday,Toast,1,70.0,70.0
357,2025-01-02 11:04:42,Thursday,Toast,2,70.0,140.0
358,2025-01-02 11:12:41,Thursday,Toast,1,70.0,70.0
359,2025-01-02 11:16:02,Thursday,Toast,1,70.0,70.0
360,2025-01-02 11:17:17,Thursday,Toast,1,70.0,70.0
361,2025-01-02 11:18:03,Thursday,Toast,1,70.0,70.0
362,2025-01-02 11:22:41,Thursday,Toast,2,70.0,140.0
363,2025-01-02 11:24:33,Thursday,Toast,1,70.0,70.0
364,2025-01-02 11:28:21,Thursday,Toast,1,70.0,70.0
365,2025-01-02 11:31:00,Thursday,Toast,1,70.0,70.0
366,2025-01-02 11:35:23,Thursday,Toast,2,70.0,140.0
367,2025-01-02 11:42:24,Thursday,Toast,1,70.0,70.0
369,2025-01-02 11:45:05,Thursday,Toast,1,70.0,70.0
368,2025-01-02 11:45:57,Thursday,Toast,1,70.0,70.0
370,2025-01-02 11:47:47,Thursday,Toast,1,70.0,70.0
371,2025-01-02 11:49:06,Thursday,Toast,1,70.0,70.0
373,2025-01-02 11:50:39,Thursday,Toast,1,70.0,70.0
374,2025-01-02 11:50:41,Thursday,Toast,1,70.0,70.0
372,2025-01-02 11:50:46,Thursday,Toast,1,70.0,70.0
375,2025-01-02 11:51:54,Thursday,Toast,1,70.0,70.0
376,2025-01-02 11:52:41,Thursday,Toast,1,70.0,70.0
377,2025-01-02 11:52:46,Thursday,Toast,1,70.0,70.0
378,2025-01-02 11:55:07,Thursday,Toast,1,70.0,70.0
380,2025-01-02 11:56:33,Thursday,Toast,1,70.0,70.0
379,2025-01-02 11:56:57,Thursday,Toast,1,70.0,70.0
381,2025-01-02 11:58:52,Thursday,Toast,1,70.0,70.0
382,2025-01-02 11:59:27,Thursday,Toast,2,70.0,140.0
383,2025-01-02 12:00:58,Thursday,Toast,1,70.0,70.0
384,2025-01-02 12:02:08,Thursday,Toast,1,70.0,70.0
385,2025-01-02 12:04:37,Thursday,Toast,1,70.0,70.0
386,2025-01-02 12:05:06,Thursday,Toast,1,70.0,70.0
387,2025-01-02 12:06:11,Thursday,Toast,1,70.0,70.0
388,2025-01-02 12:06:19,Thursday,Toast,1,70.0,70.0
389,2025-01-02 12:07:41,Thursday,Toast,2,70.0,140.0
390,2025-01-02 12:08:43,Thursday,Toast,1,70.0,70.0
392,2025-01-02 12:09:29,Thursday,Toast,3,70.0,210.0
391,2025-01-02 12:09:58,Thursday,Toast,1,70.0,70.0
393,2025-01-02 12:10:21,Thursday,Toast,1,70.0,70.0
394,2025-01-02 12:13:31,Thursday,Toast,1,70.0,70.0
395,2025-01-02 12:14:34,Thursday,Toast,1,70.0,70.0
398,2025-01-02 12:16:17,Thursday,Toast,1,70.0,70.0
397,2025-01-02 12:16:19,Thursday,Toast,1,70.0,70.0
396,2025-01-02 12:16:49,Thursday,Toast,1,70.0,70.0
399,2025-01-02 12:17:11,Thursday,Toast,1,70.0,70.0
